# TimeStep	Observable
469	0.026418
470	-0.000492
471	0.004713
472	0.014073
473	-0.017201
474	0.017103
475	0.007947
476	-0.001505
477	-0.026493
478	0.019754
479	-0.007727
480	0.002139
481	-0.002333
482	-0.031026
483	-0.006605
484	-0.010924
485	0.007794
486	0.008870
487	0.005238
488	-0.012453
489	0.003822
490	0.003796
491	-0.006209
492	-0.016104
493	-0.008114
494	-0.010113
495	0.010197
496	-0.015338
497	0.003964
498	0.002238
499	0.007069
500	-0.011238
501	0.010883
502	-0.007743
503	-0.011116
504	0.002463
505	0.008143
506	-0.020870
507	-0.009036
508	-0.001599
509	0.006201
510	-0.012125
511	0.016176
512	-0.006390
513	0.006104
514	-0.004822
515	-0.011622
516	-0.025461
517	0.016054
518	0.001188
519	-0.016083
520	-0.016634
521	-0.000374
522	0.015418
523	0.017383
524	-0.009794
525	0.001664
526	0.034146
527	-0.018171
528	0.008208
529	0.015812
530	0.012812
531	0.015785
532	-0.010318
533	0.007165
534	-0.035714
535	0.000016
536	0.030690
537	-0.013760
538	-0.004709
539	-0.010572
540	0.001425
541	-0.018562
542	-0.033242
543	-0.019834
544	-0.008820
545	-0.015310
546	-0.006741
547	-0.007024
548	0.001638
549	-0.008874
550	0.027264
551	-0.013187
552	-0.007141
553	-0.006833
554	-0.013543
555	-0.001095
556	0.008022
557	-0.025330
558	-0.036556
559	-0.009878
560	0.000760
561	0.027246
562	0.025305
563	0.021729
564	-0.007576
565	-0.016168
566	-0.012713
567	0.021518
568	0.022724
569	0.021309
570	-0.017850
571	0.017875
572	0.001564
573	-0.017379
574	0.006703
575	0.005002
576	-0.008823
577	0.012847
578	0.042212
579	0.005220
580	-0.019798
581	0.025632
582	-0.001748
583	-0.011618
584	-0.010269
585	-0.014197
586	-0.001900
587	-0.020627
588	-0.003627
589	0.002265
590	0.002869
591	-0.004174
592	-0.022365
593	0.000212
594	-0.011016
595	0.008072
596	0.009689
597	0.005070
598	-0.004601
599	-0.011043
600	0.004843
601	0.024247
602	-0.010911
603	-0.007584
604	-0.010580
605	-0.007157
606	-0.026682
607	0.015810
608	-0.013147
609	0.002855
610	-0.023290
611	0.008481
612	-0.002478
613	-0.005380
614	-0.031024
615	-0.013413
616	-0.018445
617	0.009040
618	-0.004414
619	0.001123
620	-0.007928
621	0.005270
622	0.000669
623	0.008209
624	-0.019178
625	-0.009109
626	0.017552
627	0.004534
628	-0.008808
629	-0.006750
630	0.030581
631	0.001221
632	0.004359
633	0.004477
634	-0.009382
635	0.007505
636	-0.002808
637	-0.000783
638	0.013185
639	-0.020993
640	-0.000949
641	0.007363
642	-0.022235
643	0.014540
644	0.004829
645	0.005709
646	0.035319
647	0.004006
648	-0.021711
649	0.009731
650	-0.011773
651	-0.015602
652	0.025106
653	-0.014933
654	0.006793
655	0.017353
656	-0.018994
657	0.029423
658	0.012119
659	-0.010229
660	0.013732
661	-0.000826
662	0.026872
663	-0.002661
664	0.006458
665	-0.011035
666	-0.001191
667	0.006555
668	-0.011333
669	-0.007964
670	0.004945
671	0.001493
672	-0.020196
673	-0.020501
674	-0.001901
675	-0.006487
676	-0.005830
677	0.007716
678	0.004799
679	-0.007869
680	-0.005435
681	0.012592
682	0.009544
683	-0.000456
684	0.003605
685	0.005316
686	0.004087
687	0.016588
688	-0.008058
689	-0.002116
690	0.002134
691	-0.013347
692	0.019063
693	0.020243
694	-0.013416
695	-0.004375
696	-0.012888
697	-0.024362
698	0.010415
699	-0.003838
700	-0.000008
701	0.000746
702	-0.003297
703	-0.015672
704	0.015846
705	-0.012160
706	0.019323
707	0.006816
708	-0.014609
709	-0.002455
710	-0.001253
711	0.002903
712	0.006390
713	-0.002392
714	-0.002447
715	-0.000635
716	-0.004092
717	0.009361
718	-0.014430
719	0.003696
720	0.008834
721	0.010083
722	-0.003067
723	0.011960
724	0.006374
725	0.003439
726	-0.021254
727	-0.001446
728	0.004691
729	-0.027791
730	-0.007328
731	0.019990
732	-0.005127
733	-0.005345
734	0.012465
735	-0.006731
736	0.026349
737	-0.017099
738	0.000775
739	0.004901
740	-0.006287
741	0.011477
742	-0.010802
743	0.001113
744	-0.008643
745	-0.003361
746	0.004265
747	0.005617
748	0.002450
749	-0.003285
750	-0.013726
751	-0.007870
752	0.001310
753	-0.011102
754	0.013870
755	-0.013815
756	0.007832
757	-0.016765
758	-0.003465
759	0.022220
760	0.015721
761	0.006994
762	0.001280
763	0.014277
764	0.038658
765	-0.022665
766	-0.006998
767	0.008850
768	-0.004496
769	-0.004297
770	0.008641
771	-0.005368
772	0.003360
773	0.004232
774	-0.003443
775	0.017912
776	-0.026170
777	0.027879
778	-0.001634
779	0.004564
780	0.012942
781	0.005751
782	0.008107
783	0.000798
784	-0.000644
785	0.016687
786	-0.019476
787	-0.007258
788	-0.013401
789	-0.015754
790	0.009980
791	-0.003420
792	-0.014686
793	0.003265
794	0.024285
795	0.025241
796	0.001994
797	-0.002557
798	0.015350
799	-0.026316
800	-0.015621
801	0.016351
802	0.002178
803	0.020895
804	0.013963
805	-0.024241
806	0.005123
807	-0.023141
808	-0.019750
809	-0.002543
810	0.027130
811	0.006183
812	-0.022848
813	0.003119
814	-0.019055
815	0.018296
816	0.008958
817	-0.002072
818	-0.008440
819	0.020745
820	-0.010749
821	0.000494
822	-0.005709
823	0.003349
824	-0.005264
825	0.002003
826	0.008747
827	0.006246
828	-0.003560
829	-0.008655
830	0.015114
831	-0.005581
832	0.011350
833	-0.008571
834	-0.015455
835	0.023171
836	0.004019
837	-0.023180
838	0.018983
839	-0.008926
840	-0.000776
841	-0.005371
842	-0.007334
843	-0.010353
844	0.001663
845	-0.004324
846	-0.009698
847	-0.009747
848	0.004028
849	0.007600
850	-0.008492
851	-0.005580
852	0.008422
853	0.006297
854	0.019694
855	0.000734
856	-0.016498
857	0.011776
858	-0.010144
859	-0.015780
860	-0.003307
861	0.030770
862	-0.025370
863	0.010475
864	0.008636
865	-0.026116
866	0.015464
867	0.009328
868	0.006786
869	-0.014575
870	-0.013303
871	-0.034000
872	0.013165
873	0.003570
874	0.004708
875	-0.003088
876	0.003628
877	-0.007387
878	-0.006845
879	0.003614
880	-0.003973
881	-0.003531
882	-0.001376
883	-0.027654
884	-0.007811
885	0.026905
886	-0.004696
887	-0.006057
888	0.032535
889	-0.013401
890	0.006723
891	-0.002923
892	0.005396
893	-0.023941
894	-0.000611
895	0.009992
896	0.015785
897	-0.026670
898	-0.025056
899	0.016754
900	-0.011534
901	-0.011479
902	-0.010969
903	0.019166
904	0.014903
905	-0.011425
906	0.010405
907	0.008784
908	0.017357
909	0.007637
910	0.006960
911	-0.005099
912	0.005683
913	0.005518
914	0.009831
915	-0.005964
916	-0.007533
917	-0.025272
918	0.014186
919	-0.006268
920	0.010167
921	0.014200
922	0.022851
923	-0.026115
924	0.001248
925	-0.013989
926	-0.017132
927	0.007625
928	0.009043
929	0.005719
930	0.006382
931	0.018277
932	0.001935
933	0.016058
934	0.012511
935	-0.009776
936	-0.004474
937	-0.017789
938	0.006263
939	-0.000736
940	-0.032528
941	0.038288
942	-0.008346
943	-0.010854
944	0.030370
945	-0.006026
946	-0.010981
947	-0.009856
948	-0.032613
949	-0.003544
950	0.002784
951	-0.000401
952	-0.009210
953	-0.016649
954	-0.006707
955	-0.003270
956	-0.018390
957	0.005555
958	-0.002661
959	-0.019142
960	0.014452
961	-0.009936
962	-0.007432
963	-0.011573
964	0.004005
965	0.003095
966	-0.022902
967	0.022278
968	-0.004756
969	0.009133
970	0.021185
971	-0.001271
972	0.003160
973	0.013122
974	0.006178
975	0.028056
976	-0.023614
977	-0.005029
978	-0.002793
979	0.016472
980	-0.011702
981	0.013264
982	-0.003756
983	-0.035511
984	0.000478
985	-0.011343
986	-0.007008
987	0.009826
988	-0.007080
989	-0.010169
990	0.011137
991	-0.014783
992	-0.007409
993	-0.009061
994	0.001802
995	0.016622
996	-0.015702
997	0.013405
998	-0.004898
999	0.014002
