# TimeStep	Observable
688	-0.034589
689	-0.000192
690	0.000639
691	0.013074
692	-0.012881
693	0.022816
694	0.009068
695	0.001210
696	0.005253
697	0.025832
698	-0.007604
699	0.011202
700	0.008904
701	0.034791
702	-0.008036
703	0.014089
704	-0.017450
705	0.007915
706	0.006030
707	-0.015473
708	0.010166
709	-0.000608
710	-0.007414
711	0.009724
712	0.003833
713	0.016757
714	-0.001149
715	-0.013165
716	0.004263
717	0.008312
718	-0.005181
719	0.009366
720	0.028060
721	0.007226
722	-0.038356
723	0.038171
724	-0.008109
725	0.012968
726	0.016625
727	0.014290
728	0.005163
729	0.004989
730	0.001959
731	-0.004071
732	0.015133
733	-0.003625
734	0.018091
735	0.007068
736	0.023461
737	-0.008518
738	0.023596
739	-0.017922
740	0.034298
741	-0.017272
742	0.010211
743	0.003360
744	-0.001345
745	0.017743
746	-0.010230
747	-0.016001
748	0.009956
749	-0.001238
750	0.006897
751	0.005833
752	-0.010504
753	0.001477
754	-0.002905
755	0.036326
756	-0.022235
757	-0.005469
758	-0.006230
759	0.016062
760	-0.012320
761	-0.020664
762	0.006757
763	0.029119
764	0.010978
765	-0.028180
766	-0.013208
767	-0.013861
768	-0.006703
769	0.023839
770	-0.011465
771	0.016866
772	0.002011
773	-0.012734
774	0.015698
775	-0.013959
776	0.014049
777	-0.020983
778	0.003970
779	-0.007696
780	0.006058
781	0.006701
782	-0.009057
783	-0.007001
784	-0.006320
785	0.023314
786	0.000985
787	0.002268
788	-0.006950
789	-0.008589
790	-0.015804
791	-0.026618
792	-0.003944
793	0.002685
794	0.007238
795	0.009636
796	-0.006762
797	-0.018311
798	-0.011564
799	-0.031000
800	0.004899
801	-0.019287
802	0.006594
803	-0.004016
804	0.000883
805	0.002396
806	-0.008473
807	-0.010415
808	-0.005284
809	0.014046
810	-0.007451
811	0.009615
812	0.007621
813	0.010367
814	-0.001610
815	-0.007408
816	-0.008778
817	-0.003906
818	0.007608
819	-0.007195
820	0.037143
821	-0.012602
822	-0.016554
823	-0.015518
824	0.004893
825	0.014960
826	-0.013388
827	0.019483
828	0.009719
829	-0.018256
830	-0.011598
831	0.000116
832	0.001817
833	-0.009357
834	-0.003466
835	0.015747
836	0.005694
837	0.006559
838	0.027440
839	-0.004817
840	-0.005323
841	0.026069
842	-0.015871
843	-0.021874
844	-0.016138
845	0.017225
846	0.001151
847	-0.004038
848	-0.000441
849	-0.022014
850	0.009392
851	-0.003629
852	-0.005831
853	-0.014760
854	-0.013548
855	0.006674
856	-0.003092
857	0.004615
858	0.013317
859	0.004311
860	-0.007426
861	-0.007185
862	-0.001404
863	0.004377
864	-0.004393
865	-0.004279
866	0.007950
867	0.005048
868	-0.014501
869	-0.015310
870	0.016526
871	0.008534
872	-0.009353
873	0.015887
874	-0.014330
875	0.005817
876	0.015510
877	-0.023353
878	0.011649
879	0.003574
880	-0.016867
881	-0.007024
882	-0.010057
883	-0.025050
884	-0.023551
885	-0.004007
886	0.022352
887	0.005827
888	-0.007342
889	0.014044
890	0.016693
891	-0.022068
892	-0.008804
893	0.010430
894	-0.017931
895	0.017995
896	-0.011354
897	-0.021983
898	-0.003547
899	0.028823
900	0.000355
901	0.030644
902	0.002946
903	-0.001929
904	-0.019551
905	0.023741
906	0.002064
907	0.002964
908	0.000297
909	0.024225
910	-0.009747
911	0.013753
912	0.015050
913	-0.014331
914	0.020176
915	0.002942
916	-0.005315
917	-0.004870
918	-0.007021
919	0.024617
920	-0.023848
921	0.008205
922	0.019101
923	0.012686
924	0.026703
925	0.007526
926	-0.012824
927	0.006038
928	-0.010159
929	0.015788
930	-0.024505
931	-0.000683
932	-0.010857
933	-0.012937
934	0.001784
935	-0.017538
936	-0.016431
937	-0.020456
938	0.011941
939	-0.010371
940	-0.031204
941	-0.001300
942	-0.002880
943	-0.023584
944	0.002700
945	0.012260
946	0.002802
947	0.008670
948	-0.016031
949	-0.004184
950	-0.011638
951	0.023050
952	-0.013012
953	0.002452
954	0.005907
955	-0.008035
956	0.000896
957	0.006088
958	-0.021776
959	0.001419
960	0.005317
961	0.001125
962	-0.011642
963	0.009496
964	-0.026596
965	-0.000806
966	-0.028951
967	0.007647
968	0.004670
969	-0.007969
970	-0.033899
971	0.012620
972	0.022665
973	0.020367
974	-0.005911
975	0.003783
976	-0.008764
977	0.002810
978	0.004590
979	0.000054
980	0.008937
981	-0.010231
982	-0.009790
983	0.004835
984	-0.010360
985	-0.011269
986	-0.011131
987	-0.007683
988	-0.005834
989	-0.013550
990	-0.007836
991	0.010976
992	0.002058
993	0.017988
994	0.000320
995	0.012554
996	-0.004843
997	0.005678
998	0.010686
999	-0.001244
